x,y,z,theta,dist_l,conf_l,dist_r,conf_r
3352241.03087, 5074564.3103, 185.087905177, -3.12045621924, 2.5, -1, 2.5, -1
3352241.0064, 5074564.29956, 185.087621416, -3.12057326094, 2.5, -1, 2.5, -1
3352240.98202, 5074564.28877, 185.087306068, -3.1206906647, 2.5, -1, 2.5, -1
3352240.95762, 5074564.27802, 185.087101579, -3.12081056298, 2.5, -1, 2.5, -1
3352240.93331, 5074564.26725, 185.086844671, -3.12095238777, 2.5, -1, 2.5, -1
3352240.90905, 5074564.25646, 185.086632975, -3.12110339052, 2.5, -1, 2.5, -1
3352240.88483, 5074564.2457, 185.086368234, -3.12124341935, 2.5, -1, 2.5, -1
3352240.86066, 5074564.23492, 185.086122737, -3.12137414281, 2.5, -1, 2.5, -1
3352240.83653, 5074564.22415, 185.085893053, -3.12149373439, 2.5, -1, 2.5, -1
3352240.81244, 5074564.21338, 185.08566168, -3.12162637423, 2.5, -1, 2.5, -1
3352240.78839, 5074564.20261, 185.08545348, -3.12177515468, 2.5, -1, 2.5, -1
3352240.76458, 5074564.19173, 185.08516903, -3.1219213836, 2.5, -1, 2.5, -1
3352240.74094, 5074564.18077, 185.084891537, -3.12205074137, 2.5, -1, 2.5, -1
3352240.71733, 5074564.16982, 185.084583726, -3.12204963466, 2.5, -1, 2.5, -1
3352240.69389, 5074564.15876, 185.084214521, -3.12217456383, 2.5, -1, 2.5, -1
3352240.67018, 5074564.14795, 185.08398269, -3.12230568374, 2.5, -1, 2.5, -1
3352240.6468, 5074564.13691, 185.083585555, -3.1224264872, 2.5, -1, 2.5, -1
3352240.62329, 5074564.126, 185.083248126, -3.12254432815, 2.5, -1, 2.5, -1
3352240.59981, 5074564.11511, 185.082901311, -3.12266538273, 2.5, -1, 2.5, -1
3352240.57621, 5074564.10437, 185.082627879, -3.12278504763, 2.5, -1, 2.5, -1
3352240.55279, 5074564.09351, 185.082283077, -3.12292224316, 2.5, -1, 2.5, -1
3352240.52956, 5074564.08254, 185.081885371, -3.12306219305, 2.5, -1, 2.5, -1
3352240.50607, 5074564.07184, 185.081605949, -3.12321629526, 2.5, -1, 2.5, -1
3352240.48275, 5074564.06103, 185.081266944, -3.12338086561, 2.5, -1, 2.5, -1
3352240.45949, 5074564.05024, 185.080946353, -3.12353734924, 2.5, -1, 2.5, -1
3352240.4364, 5074564.03934, 185.080613983, -3.12371380265, 2.5, -1, 2.5, -1
3352240.41305, 5074564.02871, 185.080399105, -3.12390253823, 2.5, -1, 2.5, -1
3352240.41305, 5074564.02871, 185.080399105, -3.12390253823, 2.5, -1, 2.5, -1
3352240.36694, 5074564.00711, 185.079790269, -3.12428547191, 2.5, -1, 2.5, -1
3352240.34369, 5074563.99652, 185.079577001, -3.12446101061, 2.5, -1, 2.5, -1
3352240.32061, 5074563.98584, 185.079296929, -3.12462704364, 2.5, -1, 2.5, -1
3352240.29757, 5074563.97517, 185.079023557, -3.12480953133, 2.5, -1, 2.5, -1
3352240.27471, 5074563.96439, 185.078689561, -3.12501074914, 2.5, -1, 2.5, -1
3352240.25172, 5074563.95378, 185.078401696, -3.12522135517, 2.5, -1, 2.5, -1
3352240.22876, 5074563.9432, 185.078112547, -3.1254231741, 2.5, -1, 2.5, -1
3352240.20567, 5074563.93279, 185.077891203, -3.1256239684, 2.5, -1, 2.5, -1
3352240.18276, 5074563.92229, 185.077625048, -3.12585258859, 2.5, -1, 2.5, -1
3352240.15986, 5074563.91183, 185.077375195, -3.12610302899, 2.5, -1, 2.5, -1
3352240.1371, 5074563.90128, 185.077027229, -3.12635728539, 2.5, -1, 2.5, -1
3352240.1371, 5074563.90128, 185.077027229, -3.12635728539, 2.5, -1, 2.5, -1
3352240.09133, 5074563.88055, 185.076464374, -3.12682056304, 2.5, -1, 2.5, -1
3352240.06831, 5074563.87034, 185.076222702, -3.1270504079, 2.5, -1, 2.5, -1
3352240.04546, 5074563.86002, 185.075911581, -3.12727228016, 2.5, -1, 2.5, -1
3352240.02262, 5074563.84971, 185.075548289, -3.12748760197, 2.5, -1, 2.5, -1
3352239.99979, 5074563.8394, 185.075162955, -3.12768385824, 2.5, -1, 2.5, -1
3352239.97696, 5074563.82912, 185.074715275, -3.12786871938, 2.5, -1, 2.5, -1
3352239.95415, 5074563.81885, 185.074281316, -3.12804861186, 2.5, -1, 2.5, -1
3352239.93136, 5074563.8086, 185.073812874, -3.12823089948, 2.5, -1, 2.5, -1
3352239.90858, 5074563.79836, 185.073313651, -3.12840661401, 2.5, -1, 2.5, -1
3352239.88595, 5074563.78802, 185.072743103, -3.12859575438, 2.5, -1, 2.5, -1
3352239.84029, 5074563.76784, 185.071721099, -3.12899654597, 2.5, -1, 2.5, -1
3352239.84029, 5074563.76784, 185.071721099, -3.12899654597, 2.5, -1, 2.5, -1
3352239.84029, 5074563.76784, 185.071721099, -3.12899654597, 2.5, -1, 2.5, -1
3352239.79478, 5074563.74761, 185.07052943, -3.12945244223, 2.5, -1, 2.5, -1
3352239.77201, 5074563.73754, 185.069963912, -3.12969679288, 2.5, -1, 2.5, -1
3352239.74937, 5074563.72736, 185.069253849, -3.12994767348, 2.5, -1, 2.5, -1
3352239.72642, 5074563.71745, 185.068679451, -3.13019916852, 2.5, -1, 2.5, -1
3352239.70376, 5074563.7073, 185.067938616, -3.13047187943, 2.5, -1, 2.5, -1
3352239.68079, 5074563.69741, 185.067292725, -3.13074569278, 2.5, -1, 2.5, -1
3352239.65796, 5074563.6874, 185.06654969, -3.13102055056, 2.5, -1, 2.5, -1
3352239.63512, 5074563.67737, 185.065751736, -3.13130863034, 2.5, -1, 2.5, -1
3352239.61229, 5074563.66732, 185.064906888, -3.1315977524, 2.5, -1, 2.5, -1
3352239.58946, 5074563.65728, 185.06403591, -3.13190989868, 2.5, -1, 2.5, -1
3352239.56665, 5074563.64721, 185.06313751, -3.13223486833, 2.5, -1, 2.5, -1
3352239.54385, 5074563.63712, 185.06222015, -3.13255436983, 2.5, -1, 2.5, -1
3352239.52117, 5074563.6269, 185.061192502, -3.13288497654, 2.5, -1, 2.5, -1
3352239.49836, 5074563.61679, 185.060178393, -3.13320121473, 2.5, -1, 2.5, -1
3352239.47541, 5074563.60682, 185.059219189, -3.1335169496, 2.5, -1, 2.5, -1
3352239.45259, 5074563.5967, 185.058138708, -3.13383818067, 2.5, -1, 2.5, -1
3352239.42978, 5074563.58656, 185.057094246, -3.13414480029, 2.5, -1, 2.5, -1
3352239.40698, 5074563.57645, 185.056044975, -3.13447812895, 2.5, -1, 2.5, -1
3352239.38416, 5074563.56635, 185.054979757, -3.13481126124, 2.5, -1, 2.5, -1
3352239.36134, 5074563.55629, 185.053983728, -3.13510059668, 2.5, -1, 2.5, -1
3352239.33863, 5074563.54613, 185.052896232, -3.13545809117, 2.5, -1, 2.5, -1
3352239.31561, 5074563.53627, 185.051975211, -3.13582737129, 2.5, -1, 2.5, -1
3352239.29272, 5074563.52629, 185.050971296, -3.13620063124, 2.5, -1, 2.5, -1
3352239.26981, 5074563.51635, 185.050031074, -3.13656928676, 2.5, -1, 2.5, -1
3352239.24688, 5074563.50643, 185.049115963, -3.13695028071, 2.5, -1, 2.5, -1
3352239.22395, 5074563.49653, 185.048245484, -3.13729796547, 2.5, -1, 2.5, -1
3352239.17814, 5074563.47672, 185.046741221, -3.13797384284, 2.5, -1, 2.5, -1
3352239.17814, 5074563.47672, 185.046741221, -3.13797384284, 2.5, -1, 2.5, -1
3352239.15527, 5074563.46682, 185.046164678, -3.13831485017, 2.5, -1, 2.5, -1
3352239.13243, 5074563.45691, 185.04561261, -3.13865550006, 2.5, -1, 2.5, -1
3352239.10962, 5074563.44701, 185.04519872, -3.13895585238, 2.5, -1, 2.5, -1
3352239.08699, 5074563.43697, 185.044779108, -3.1392608139, 2.5, -1, 2.5, -1
3352239.0641, 5074563.42719, 185.044597746, -3.13956332197, 2.5, -1, 2.5, -1
3352239.04139, 5074563.41729, 185.044412006, -3.13988750003, 2.5, -1, 2.5, -1
3352239.01885, 5074563.40729, 185.044223248, -3.14022099192, 2.5, -1, 2.5, -1
3352238.97353, 5074563.38762, 185.04411006, -3.14088558746, 2.5, -1, 2.5, -1
3352238.97353, 5074563.38762, 185.04411006, -3.14088558746, 2.5, -1, 2.5, -1
3352238.95075, 5074563.37797, 185.044164103, -3.14124199341, 2.5, -1, 2.5, -1
3352238.92814, 5074563.36822, 185.04416929, 3.14155594258, 2.5, -1, 2.5, -1
3352238.90547, 5074563.35857, 185.044208257, 3.1411381152, 2.5, -1, 2.5, -1
3352238.88262, 5074563.34911, 185.044328059, 3.14071944257, 2.5, -1, 2.5, -1
3352238.85985, 5074563.33963, 185.044411434, 3.14027102864, 2.5, -1, 2.5, -1
3352238.83702, 5074563.33023, 185.044517017, 3.13979306153, 2.5, -1, 2.5, -1
3352238.83702, 5074563.33023, 185.044517017, 3.13979306153, 2.5, -1, 2.5, -1
3352238.79148, 5074563.31142, 185.044669859, 3.13876402532, 2.5, -1, 2.5, -1
3352238.76875, 5074563.30203, 185.044688973, 3.13824249759, 2.5, -1, 2.5, -1
3352238.74598, 5074563.29272, 185.044695702, 3.13771032475, 2.5, -1, 2.5, -1
3352238.72327, 5074563.28339, 185.044683997, 3.13716918154, 2.5, -1, 2.5, -1
3352238.70056, 5074563.27409, 185.044642147, 3.13662214265, 2.5, -1, 2.5, -1
3352238.67789, 5074563.26478, 185.04456875, 3.13607743268, 2.5, -1, 2.5, -1
3352238.65517, 5074563.25554, 185.044476121, 3.13553351971, 2.5, -1, 2.5, -1
3352238.65517, 5074563.25554, 185.044476121, 3.13553351971, 2.5, -1, 2.5, -1
3352238.60985, 5074563.23705, 185.044120803, 3.13446798727, 2.5, -1, 2.5, -1
3352238.58714, 5074563.22788, 185.043895142, 3.13394072457, 2.5, -1, 2.5, -1
3352238.58714, 5074563.22788, 185.043895142, 3.13394072457, 2.5, -1, 2.5, -1
3352238.54182, 5074563.20954, 185.043377685, 3.13289133786, 2.5, -1, 2.5, -1
3352238.54182, 5074563.20954, 185.043377685, 3.13289133786, 2.5, -1, 2.5, -1
3352238.49662, 5074563.19125, 185.04261366, 3.13179227971, 2.5, -1, 2.5, -1
3352238.47401, 5074563.18218, 185.042161141, 3.13123071365, 2.5, -1, 2.5, -1
3352238.45152, 5074563.17299, 185.041408868, 3.13065180879, 2.5, -1, 2.5, -1
3352238.42896, 5074563.16398, 185.040948781, 3.13005512949, 2.5, -1, 2.5, -1
3352238.40647, 5074563.15494, 185.040336223, 3.1294346465, 2.5, -1, 2.5, -1
3352238.38401, 5074563.14592, 185.039697999, 3.12878935735, 2.5, -1, 2.5, -1
3352238.36156, 5074563.13693, 185.039105766, 3.12813527941, 2.5, -1, 2.5, -1
3352238.36156, 5074563.13693, 185.039105766, 3.12813527941, 2.5, -1, 2.5, -1
3352238.31679, 5074563.11891, 185.03772567, 3.12675129117, 2.5, -1, 2.5, -1
3352238.29436, 5074563.11004, 185.0372612, 3.12612871238, 2.5, -1, 2.5, -1
3352238.27203, 5074563.10104, 185.036551541, 3.12538371248, 2.5, -1, 2.5, -1
3352238.24964, 5074563.0922, 185.036097426, 3.12463081795, 2.5, -1, 2.5, -1
3352238.24964, 5074563.0922, 185.036097426, 3.12463081795, 2.5, -1, 2.5, -1
3352238.20496, 5074563.07443, 185.034907982, 3.12306937393, 2.5, -1, 2.5, -1
3352238.1827, 5074563.06552, 185.034199107, 3.12224666007, 2.5, -1, 2.5, -1
3352238.1604, 5074563.05672, 185.033642765, 3.12141838931, 2.5, -1, 2.5, -1
3352238.13812, 5074563.04796, 185.033092494, 3.1205742953, 2.5, -1, 2.5, -1
3352238.1158, 5074563.03931, 185.032714371, 3.11973015997, 2.5, -1, 2.5, -1
3352238.09355, 5074563.03064, 185.032191338, 3.11886391244, 2.5, -1, 2.5, -1
3352238.07132, 5074563.02201, 185.03170871, 3.11799429512, 2.5, -1, 2.5, -1
3352238.04912, 5074563.01336, 185.031081777, 3.11711690515, 2.5, -1, 2.5, -1
3352238.02685, 5074563.00488, 185.030725689, 3.11624376514, 2.5, -1, 2.5, -1
3352238.00463, 5074562.99636, 185.030272917, 3.11537718939, 2.5, -1, 2.5, -1
3352237.98242, 5074562.98788, 185.029830793, 3.1144896225, 2.5, -1, 2.5, -1
3352237.96027, 5074562.97937, 185.029273917, 3.11358822252, 2.5, -1, 2.5, -1
3352237.93805, 5074562.97102, 185.029006669, 3.11269191774, 2.5, -1, 2.5, -1
3352237.91589, 5074562.96264, 185.028587785, 3.11179460854, 2.5, -1, 2.5, -1
3352237.89374, 5074562.95427, 185.028176134, 3.11087197195, 2.5, -1, 2.5, -1
3352237.8716, 5074562.94595, 185.027727894, 3.10992758414, 2.5, -1, 2.5, -1
3352237.84952, 5074562.93759, 185.027171169, 3.1089510102, 2.5, -1, 2.5, -1
3352237.82737, 5074562.92941, 185.026877483, 3.10796147744, 2.5, -1, 2.5, -1
3352237.80527, 5074562.92121, 185.026449804, 3.10692898876, 2.5, -1, 2.5, -1
3352237.78322, 5074562.91298, 185.025860897, 3.10585370866, 2.5, -1, 2.5, -1
3352237.76115, 5074562.90488, 185.025411818, 3.10475571209, 2.5, -1, 2.5, -1
3352237.73909, 5074562.89683, 185.024954074, 3.10362091738, 2.5, -1, 2.5, -1
3352237.73909, 5074562.89683, 185.024954074, 3.10362091738, 2.5, -1, 2.5, -1
3352237.69499, 5074562.8809, 185.023988567, 3.10124773082, 2.5, -1, 2.5, -1
3352237.67293, 5074562.87308, 185.023610516, 3.10001296116, 2.5, -1, 2.5, -1
3352237.6509, 5074562.86526, 185.023083751, 3.09873164847, 2.5, -1, 2.5, -1
3352237.6289, 5074562.8575, 185.022522108, 3.09742446461, 2.5, -1, 2.5, -1
3352237.6069, 5074562.84979, 185.021953541, 3.09608739773, 2.5, -1, 2.5, -1
3352237.58491, 5074562.84214, 185.021343323, 3.09472970793, 2.5, -1, 2.5, -1
3352237.56292, 5074562.83455, 185.020708407, 3.09333349491, 2.5, -1, 2.5, -1
3352237.54095, 5074562.82701, 185.020066305, 3.09191971234, 2.5, -1, 2.5, -1
3352237.519, 5074562.81946, 185.019240703, 3.09047021081, 2.5, -1, 2.5, -1
3352237.49697, 5074562.81212, 185.018697967, 3.08901822372, 2.5, -1, 2.5, -1
3352237.47497, 5074562.80475, 185.017952375, 3.08754003899, 2.5, -1, 2.5, -1
3352237.45298, 5074562.79744, 185.017167669, 3.0860392775, 2.5, -1, 2.5, -1
3352237.43097, 5074562.7902, 185.016365114, 3.08451830932, 2.5, -1, 2.5, -1
3352237.40898, 5074562.78294, 185.015335455, 3.08297866953, 2.5, -1, 2.5, -1
3352237.38694, 5074562.7758, 185.014409228, 3.08143569679, 2.5, -1, 2.5, -1
3352237.36483, 5074562.76878, 185.013568985, 3.07987944382, 2.5, -1, 2.5, -1
3352237.34276, 5074562.76175, 185.012541247, 3.07830662137, 2.5, -1, 2.5, -1
3352237.32068, 5074562.75477, 185.011475767, 3.07671544861, 2.5, -1, 2.5, -1
3352237.29858, 5074562.74783, 185.010360352, 3.07511301901, 2.5, -1, 2.5, -1
3352237.27646, 5074562.74096, 185.009213816, 3.07350475568, 2.5, -1, 2.5, -1
3352237.25434, 5074562.73414, 185.008030115, 3.07187803641, 2.5, -1, 2.5, -1
3352237.2322, 5074562.72736, 185.006837887, 3.07025158505, 2.5, -1, 2.5, -1
3352237.21005, 5074562.72064, 185.005593037, 3.06860226141, 2.5, -1, 2.5, -1
3352237.18789, 5074562.71399, 185.004396037, 3.06693683961, 2.5, -1, 2.5, -1
3352237.16577, 5074562.70735, 185.002993321, 3.06524223089, 2.5, -1, 2.5, -1
3352237.14354, 5074562.70091, 185.001857214, 3.06353920907, 2.5, -1, 2.5, -1
3352237.07688, 5074562.68192, 184.997891541, 3.05827860906, 2.5, -1, 2.5, -1
3352237.07688, 5074562.68192, 184.997891541, 3.05827860906, 2.5, -1, 2.5, -1
3352237.05466, 5074562.67566, 184.996360489, 3.0564704087, 2.5, -1, 2.5, -1
3352237.03237, 5074562.66953, 184.994944631, 3.05464567826, 2.5, -1, 2.5, -1
3352237.01001, 5074562.66353, 184.993637914, 3.05280980129, 2.5, -1, 2.5, -1
3352236.98765, 5074562.65751, 184.992145646, 3.05096223957, 2.5, -1, 2.5, -1
3352236.96526, 5074562.65154, 184.990614731, 3.0491022816, 2.5, -1, 2.5, -1
3352236.94284, 5074562.6456, 184.989033641, 3.04722297759, 2.5, -1, 2.5, -1
3352236.92043, 5074562.63963, 184.987227568, 3.04532204528, 2.5, -1, 2.5, -1
3352236.89792, 5074562.63384, 184.985629836, 3.04342563614, 2.5, -1, 2.5, -1
3352236.87544, 5074562.62802, 184.983917973, 3.04152958437, 2.5, -1, 2.5, -1
3352236.87544, 5074562.62802, 184.983917973, 3.04152958437, 2.5, -1, 2.5, -1
3352236.83045, 5074562.61646, 184.980410558, 3.03778476317, 2.5, -1, 2.5, -1
3352236.80795, 5074562.61074, 184.978635208, 3.03591306264, 2.5, -1, 2.5, -1
3352236.78543, 5074562.60504, 184.976938613, 3.03405957163, 2.5, -1, 2.5, -1
3352236.76291, 5074562.59939, 184.975213706, 3.032208304, 2.5, -1, 2.5, -1
3352236.74038, 5074562.59379, 184.973513295, 3.03038584876, 2.5, -1, 2.5, -1
3352236.71785, 5074562.58825, 184.971865368, 3.02858398005, 2.5, -1, 2.5, -1
3352236.69535, 5074562.58271, 184.970081142, 3.02676376378, 2.5, -1, 2.5, -1
3352236.67275, 5074562.57737, 184.968612636, 3.02494448901, 2.5, -1, 2.5, -1
3352236.65014, 5074562.57214, 184.967242594, 3.02310369322, 2.5, -1, 2.5, -1
3352236.65014, 5074562.57214, 184.967242594, 3.02310369322, 2.5, -1, 2.5, -1
3352236.60492, 5074562.56188, 184.964745687, 3.01932933088, 2.5, -1, 2.5, -1
3352236.58236, 5074562.55687, 184.963607932, 3.01738561511, 2.5, -1, 2.5, -1
3352236.55982, 5074562.55192, 184.962620249, 3.01540800474, 2.5, -1, 2.5, -1
3352236.53731, 5074562.54703, 184.96174074, 3.01338660207, 2.5, -1, 2.5, -1
3352236.51483, 5074562.5422, 184.960973129, 3.01132655902, 2.5, -1, 2.5, -1
3352236.49237, 5074562.53743, 184.960370385, 3.00924961174, 2.5, -1, 2.5, -1
3352236.46996, 5074562.53268, 184.959780743, 3.00712709546, 2.5, -1, 2.5, -1
3352236.44758, 5074562.52795, 184.959339658, 3.00499589842, 2.5, -1, 2.5, -1
3352236.42522, 5074562.52325, 184.958939955, 3.00283847143, 2.5, -1, 2.5, -1
3352236.40289, 5074562.51858, 184.958576012, 3.00065468752, 2.5, -1, 2.5, -1
3352236.38058, 5074562.51394, 184.958300214, 2.99847702111, 2.5, -1, 2.5, -1
3352236.35828, 5074562.50935, 184.95801825, 2.99627301407, 2.5, -1, 2.5, -1
3352236.35828, 5074562.50935, 184.95801825, 2.99627301407, 2.5, -1, 2.5, -1
3352236.31374, 5074562.50033, 184.957566156, 2.9918715177, 2.5, -1, 2.5, -1
3352236.31374, 5074562.50033, 184.957566156, 2.9918715177, 2.5, -1, 2.5, -1
3352236.26924, 5074562.49157, 184.957140384, 2.98745283938, 2.5, -1, 2.5, -1
3352236.247, 5074562.4872, 184.95671213, 2.98523947314, 2.5, -1, 2.5, -1
3352236.247, 5074562.4872, 184.95671213, 2.98523947314, 2.5, -1, 2.5, -1
3352236.20254, 5074562.4787, 184.955844214, 2.98085206042, 2.5, -1, 2.5, -1
3352236.18032, 5074562.47456, 184.955363333, 2.97863766642, 2.5, -1, 2.5, -1
3352236.15811, 5074562.47051, 184.954910019, 2.9764101179, 2.5, -1, 2.5, -1
3352236.13591, 5074562.46654, 184.954384546, 2.97415279366, 2.5, -1, 2.5, -1
3352236.11374, 5074562.46262, 184.953881026, 2.97189169752, 2.5, -1, 2.5, -1
3352236.09159, 5074562.45877, 184.95335109, 2.9696121099, 2.5, -1, 2.5, -1
3352236.06946, 5074562.45497, 184.952793721, 2.96731579227, 2.5, -1, 2.5, -1
3352236.04735, 5074562.45123, 184.952260736, 2.96498540735, 2.5, -1, 2.5, -1
3352236.02529, 5074562.44746, 184.951561692, 2.96262629181, 2.5, -1, 2.5, -1
3352236.02529, 5074562.44746, 184.951561692, 2.96262629181, 2.5, -1, 2.5, -1
3352235.98123, 5074562.44036, 184.95054652, 2.95784278866, 2.5, -1, 2.5, -1
3352235.95926, 5074562.43678, 184.949847548, 2.95539410895, 2.5, -1, 2.5, -1
3352235.91538, 5074562.43012, 184.948846504, 2.95042801759, 2.5, -1, 2.5, -1
3352235.8935, 5074562.42687, 184.94827144, 2.94789383902, 2.5, -1, 2.5, -1
3352235.8935, 5074562.42687, 184.94827144, 2.94789383902, 2.5, -1, 2.5, -1
3352235.87166, 5074562.42362, 184.947568761, 2.94531580664, 2.5, -1, 2.5, -1
3352235.84982, 5074562.42062, 184.947122639, 2.94273345463, 2.5, -1, 2.5, -1
3352235.82802, 5074562.41754, 184.946417933, 2.94010487155, 2.5, -1, 2.5, -1
3352235.80622, 5074562.41471, 184.945970777, 2.93746080345, 2.5, -1, 2.5, -1
3352235.78445, 5074562.41189, 184.945384276, 2.93479884654, 2.5, -1, 2.5, -1
3352235.7627, 5074562.40916, 184.944776083, 2.93210990184, 2.5, -1, 2.5, -1
3352235.74098, 5074562.40651, 184.944173292, 2.92940523605, 2.5, -1, 2.5, -1
3352235.71927, 5074562.40394, 184.943531122, 2.92667744853, 2.5, -1, 2.5, -1
3352235.69759, 5074562.40144, 184.942894802, 2.92394632967, 2.5, -1, 2.5, -1
3352235.69759, 5074562.40144, 184.942894802, 2.92394632967, 2.5, -1, 2.5, -1
3352235.65427, 5074562.39667, 184.941551986, 2.91844587035, 2.5, -1, 2.5, -1
3352235.63264, 5074562.39439, 184.940835557, 2.91568173226, 2.5, -1, 2.5, -1
3352235.61103, 5074562.39208, 184.939995437, 2.91289075442, 2.5, -1, 2.5, -1
3352235.58942, 5074562.38993, 184.939275118, 2.91009738971, 2.5, -1, 2.5, -1
3352235.56781, 5074562.38792, 184.938673005, 2.90729907642, 2.5, -1, 2.5, -1
3352235.54625, 5074562.38583, 184.937803204, 2.90449547594, 2.5, -1, 2.5, -1
3352235.52468, 5074562.38397, 184.937195248, 2.90168301873, 2.5, -1, 2.5, -1
3352235.50314, 5074562.38201, 184.936331707, 2.89885214602, 2.5, -1, 2.5, -1
3352235.4816, 5074562.38029, 184.93571993, 2.89601213325, 2.5, -1, 2.5, -1
3352235.46006, 5074562.37856, 184.9350013, 2.89313838665, 2.5, -1, 2.5, -1
3352235.43851, 5074562.3769, 184.934252879, 2.89025147558, 2.5, -1, 2.5, -1
3352235.41697, 5074562.37531, 184.933509637, 2.88735971281, 2.5, -1, 2.5, -1
3352235.39544, 5074562.37369, 184.932613495, 2.8844549555, 2.5, -1, 2.5, -1
3352235.37387, 5074562.3723, 184.931960264, 2.88152194946, 2.5, -1, 2.5, -1
3352235.35232, 5074562.37088, 184.931154918, 2.87855126402, 2.5, -1, 2.5, -1
3352235.33076, 5074562.36949, 184.930324, 2.87558760218, 2.5, -1, 2.5, -1
3352235.28768, 5074562.36683, 184.928688144, 2.86965460362, 2.5, -1, 2.5, -1
3352235.28768, 5074562.36683, 184.928688144, 2.86965460362, 2.5, -1, 2.5, -1
3352235.2662, 5074562.36557, 184.927860226, 2.8666422183, 2.5, -1, 2.5, -1
3352235.2662, 5074562.36557, 184.927860226, 2.8666422183, 2.5, -1, 2.5, -1
3352235.22326, 5074562.36317, 184.926257544, 2.86075199741, 2.5, -1, 2.5, -1
3352235.20184, 5074562.36205, 184.925525484, 2.85779193847, 2.5, -1, 2.5, -1
3352235.18045, 5074562.36098, 184.92473364, 2.85484212036, 2.5, -1, 2.5, -1
3352235.15907, 5074562.35997, 184.92398234, 2.85188963888, 2.5, -1, 2.5, -1
3352235.15907, 5074562.35997, 184.92398234, 2.85188963888, 2.5, -1, 2.5, -1
3352235.11625, 5074562.35815, 184.922377223, 2.84594401849, 2.5, -1, 2.5, -1
3352235.09477, 5074562.35746, 184.921582755, 2.84293100412, 2.5, -1, 2.5, -1
3352235.07322, 5074562.35696, 184.920887439, 2.83991037511, 2.5, -1, 2.5, -1
3352235.05157, 5074562.3565, 184.920042714, 2.83685417989, 2.5, -1, 2.5, -1
3352235.05157, 5074562.3565, 184.920042714, 2.83685417989, 2.5, -1, 2.5, -1
3352235.00811, 5074562.35588, 184.918212621, 2.83064120638, 2.5, -1, 2.5, -1
3352234.9864, 5074562.35568, 184.917293278, 2.82757830423, 2.5, -1, 2.5, -1
3352234.96466, 5074562.35549, 184.916384244, 2.82457883652, 2.5, -1, 2.5, -1
3352234.94294, 5074562.35531, 184.915512114, 2.82159618441, 2.5, -1, 2.5, -1
3352234.92124, 5074562.35512, 184.914691355, 2.81861009391, 2.5, -1, 2.5, -1
3352234.89959, 5074562.35488, 184.913782693, 2.81566303405, 2.5, -1, 2.5, -1
3352234.87797, 5074562.35481, 184.913159197, 2.81274657084, 2.5, -1, 2.5, -1
3352234.85642, 5074562.35469, 184.912398942, 2.80984126052, 2.5, -1, 2.5, -1
3352234.83491, 5074562.35457, 184.911577458, 2.80692393692, 2.5, -1, 2.5, -1
3352234.81346, 5074562.35462, 184.910914677, 2.80403484336, 2.5, -1, 2.5, -1
3352234.79206, 5074562.3548, 184.91029274, 2.80117412547, 2.5, -1, 2.5, -1
3352234.77066, 5074562.35511, 184.909686675, 2.79830046294, 2.5, -1, 2.5, -1
3352234.74925, 5074562.35568, 184.90919367, 2.79538265463, 2.5, -1, 2.5, -1
3352234.72787, 5074562.35629, 184.908495418, 2.79240551393, 2.5, -1, 2.5, -1
3352234.72787, 5074562.35629, 184.908495418, 2.79240551393, 2.5, -1, 2.5, -1
3352234.66362, 5074562.35946, 184.906962147, 2.78349115723, 2.5, -1, 2.5, -1
3352234.66362, 5074562.35946, 184.906962147, 2.78349115723, 2.5, -1, 2.5, -1
3352234.64216, 5074562.36072, 184.90628618, 2.78043787729, 2.5, -1, 2.5, -1
3352234.62064, 5074562.36226, 184.905864545, 2.7773760126, 2.5, -1, 2.5, -1
3352234.59908, 5074562.36381, 184.905317556, 2.77434071441, 2.5, -1, 2.5, -1
3352234.57751, 5074562.36544, 184.904795586, 2.77129156812, 2.5, -1, 2.5, -1
3352234.57751, 5074562.36544, 184.904795586, 2.77129156812, 2.5, -1, 2.5, -1
3352234.53438, 5074562.36879, 184.903788268, 2.76527517928, 2.5, -1, 2.5, -1
3352234.51284, 5074562.37041, 184.90313645, 2.76230717138, 2.5, -1, 2.5, -1
3352234.51284, 5074562.37041, 184.90313645, 2.76230717138, 2.5, -1, 2.5, -1
3352234.46972, 5074562.37407, 184.902508832, 2.75644388481, 2.5, -1, 2.5, -1
3352234.44813, 5074562.37593, 184.902235741, 2.75352493193, 2.5, -1, 2.5, -1
3352234.42649, 5074562.37781, 184.901934112, 2.75061962545, 2.5, -1, 2.5, -1
3352234.4048, 5074562.37977, 184.901613138, 2.7477062527, 2.5, -1, 2.5, -1
3352234.38304, 5074562.38182, 184.90127328, 2.74477576643, 2.5, -1, 2.5, -1
3352234.33938, 5074562.38624, 184.900509516, 2.73882545499, 2.5, -1, 2.5, -1
3352234.33938, 5074562.38624, 184.900509516, 2.73882545499, 2.5, -1, 2.5, -1
3352234.31753, 5074562.38859, 184.899981702, 2.73578027388, 2.5, -1, 2.5, -1
3352234.29565, 5074562.39111, 184.899564655, 2.73268326012, 2.5, -1, 2.5, -1
3352234.27376, 5074562.39375, 184.899023919, 2.72947498868, 2.5, -1, 2.5, -1
3352234.25184, 5074562.39654, 184.898628909, 2.72628127217, 2.5, -1, 2.5, -1
